Strike,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,BDTE,Mid,2997_g,3007_g,3017_g,3027_g,3037_g,3047_g,3057_g,3067_g,3077_g,3087_g,3097_g,3107_g,3117_g,3127_g,3137_g,3147_g,3157_g,3167_g,3177_g,3187_g,2997_GEX,3007_GEX,3017_GEX,3027_GEX,3037_GEX,3047_GEX,3057_GEX,3067_GEX,3077_GEX,3087_GEX,3097_GEX,3107_GEX,3117_GEX,3127_GEX,3137_GEX,3147_GEX,3157_GEX,3167_GEX,3177_GEX,3187_GEX,Strike
1250.0,7.85,-0.175,5.6000000000000005,11.0,71,4.505947533807891,-0.020178927802347313,0.0,21265,228,8.3,6.615406167309601e-05,6.444584699227818e-05,6.27830487598402e-05,6.1163837883349e-05,5.958729398791718e-05,5.805257941027264e-05,5.6558138172846384e-05,5.51026807515953e-05,5.3686193268731586e-05,5.230662791788632e-05,5.096365274237513e-05,4.96556973317297e-05,4.8382003403624196e-05,4.714197865407499e-05,4.593464664193192e-05,4.4759092543422696e-05,4.36143282600554e-05,4.249933183153587e-05,4.141382875522126e-05,4.035656558931677e-05,-0.10250744727309075,-0.10031943537205805,-0.09817896153062443,-0.09608206901781785,-0.09403067466332227,-0.09202381757522093,-0.09005801584875783,-0.08813418845248072,-0.08625223809445637,-0.08440963295224524,-0.08260739805421174,-0.08084286557371678,-0.0791157347570361,-0.07742603229203299,-0.07577152585737328,-0.07415369205048,-0.07256966278018834,-0.07101947275853682,-0.06950277642958316,-0.0680182072620836,1250.0
1275.0,9.45,0.0,3.45,11.4,0,3.5810896101582843,-0.017910371195081765,0.0,833,185,7.425,5.8073893471899396e-05,5.658756796478315e-05,5.514020628982763e-05,5.3730461191392465e-05,5.235781919132876e-05,5.102070488316457e-05,4.97186586345677e-05,4.845069234704624e-05,4.721604107693622e-05,4.601336811571599e-05,4.4841997337563555e-05,4.370131645448083e-05,4.259028629771677e-05,4.150825627657895e-05,4.045454637946477e-05,3.94280408322345e-05,3.8428407123092256e-05,3.745465826376915e-05,3.6506077050191266e-05,3.558240563306114e-05,-0.003798779382675699,-0.003714937717791411,-0.003632962476363244,-0.0035527738242568936,-0.0034743825854117723,-0.003397729007288519,-0.003322757157307898,-0.0032494536186198353,-0.0031778004893252554,-0.003107717222366468,-0.003039208154351658,-0.0029722050609232165,-0.0029067006270778735,-0.002842653625519609,-0.002780022016837469,-0.0027187756190552026,-0.0026589182256135935,-0.0026003657887927467,-0.0025431080763009812,-0.002487163338746712,1275.0
1300.0,12.71,0.25,9.350000000000001,15.8,43,8.458500538519724,-0.032350886996980466,0.0,22681,341,12.575,0.00011427094714910879,0.00011113895914682814,0.00010809428685476519,0.00010513512449517037,0.00010225928270823914,9.946332923949086e-05,9.674587769792353e-05,9.41041777835494e-05,9.153750729629095e-05,8.904184112257241e-05,8.661586892166895e-05,8.425776631959536e-05,8.196539141858139e-05,7.973672860872583e-05,7.757092079785366e-05,7.546532926339111e-05,7.341816377071098e-05,7.142795355186138e-05,6.949367720165966e-05,6.761264575994019e-05,-0.11567315099619835,-0.11309729524790851,-0.11057796747166573,-0.10811436957514187,-0.1057057334896046,-0.10334909798805664,-0.10104502300019824,-0.09879122384319156,-0.0965889819987441,-0.09443438337952598,-0.09232780702116855,-0.09026838138516036,-0.08825412788411113,-0.08628418355653572,-0.08435867702963606,-0.08247621644975167,-0.08063513565242669,-0.07883472734004648,-0.07707573740827278,-0.07535463550657084,1300.0
1325.0,11.64,0.0,5.7,14.0,0,4.315105557077903,-0.0245453735454787,0.0,1722,228,9.85,8.234231518855495e-05,8.018985697688663e-05,7.809517144075073e-05,7.605587382109036e-05,7.407074786858203e-05,7.213803221439719e-05,7.025698245399781e-05,6.842556687924883e-05,6.664222673702369e-05,6.490656068169898e-05,6.321741352621757e-05,6.15723566577131e-05,5.9970989840785194e-05,5.8411800396562796e-05,5.689436699540806e-05,5.5416716215894724e-05,5.3978367331453114e-05,5.257815904879948e-05,5.121451096545826e-05,4.988741975076039e-05,-0.009051897332050805,-0.008847712114727901,-0.008648168877215534,-0.008453100836213201,-0.008262385820668183,-0.008075935972047255,-0.007893699242635943,-0.007715528278781192,-0.007541318621624104,-0.007371033383346215,-0.007204668233154354,-0.0070419630150863055,-0.006882932553863186,-0.006727485799185806,-0.006575530988047307,-0.006427010828016555,-0.006281860841651055,-0.006139991249385024,-0.006001273728353129,-0.0058657430278008516,1325.0
1350.0,8.14,0.07,7.549999999999999,13.25,50,4.253703029121386,-0.02614067986425883,0.0,15772,228,10.399999999999999,8.84198492201449e-05,8.609855162156066e-05,8.383893024266342e-05,8.163973497232746e-05,7.94989341024177e-05,7.741502938696243e-05,7.538666635387159e-05,7.341201424537758e-05,7.148955094571363e-05,6.961892173862338e-05,6.779729611050556e-05,6.602430824287353e-05,6.429825449849602e-05,6.261856866363047e-05,6.0983171845663264e-05,5.9390685702709334e-05,5.784109413653482e-05,5.63326557623256e-05,5.486413545696678e-05,5.343388120859771e-05,-0.1009064310268406,-0.09872003628045878,-0.0965796598845916,-0.09448551335569677,-0.09243555441770224,-0.09042959684766361,-0.08846604335215669,-0.08654467028187596,-0.08466377936851655,-0.08282415165616785,-0.08102269878668333,-0.07926098904818923,-0.07753604151534299,-0.07584950517148559,-0.07419849965792967,-0.07258206857197491,-0.07100148028684661,-0.06945490942802524,-0.06794140942274196,-0.06646012170922777,1350.0
1375.0,12.110000000000001,-0.075,7.6000000000000005,15.25,9,4.206737299458805,-0.028639986756565095,0.0,3685,228,11.425,9.649080090490258e-05,9.396777911341303e-05,9.15111952881631e-05,8.911963833568848e-05,8.679125751420713e-05,8.452479383080913e-05,8.23170970276621e-05,8.016887709239029e-05,7.807726742914411e-05,7.604081697643039e-05,7.405838164942224e-05,7.212858699201519e-05,7.024987092041357e-05,6.84200651690503e-05,6.663906704229561e-05,6.490533777103735e-05,6.321730416924964e-05,6.157384269123156e-05,5.997383367706277e-05,5.84162007655209e-05,-0.027511612715394596,-0.02693849753578481,-0.026376912470400412,-0.025826729809091953,-0.025287703734127587,-0.024759970505994655,-0.024242346914336965,-0.023735998711396644,-0.023239643857622505,-0.022753513814073867,-0.02227759990160871,-0.021811292127599857,-0.021354849772908746,-0.020907318752862114,-0.020469194187901885,-0.02004008179350103,-0.019620040599457156,-0.019208430294428536,-0.018805404430633277,-0.018410660926740263,1375.0
1400.0,17.75,0.075,12.1,18.5,121,7.013609080616376,-0.040151424593788676,0.0,21128,318,15.3,0.0001435980206965226,0.00013965833212115086,0.0001358287260444513,0.00013210475935387933,0.00012848570096757328,0.00012496596646371927,0.00012154422690535682,0.0001182176628811149,0.00011498342389337779,0.00011183883152909857,0.00010878159872884652,0.00010580993109465808,0.00010292042024184767,0.00010011085793681929,9.737986111924002e-05,9.472414241873395e-05,9.214291218917481e-05,8.963221082014527e-05,8.719190730532844e-05,8.481900876100568e-05,-0.117547342413909,-0.11468968239147032,-0.1119002243681666,-0.10917800307615189,-0.10652220713131333,-0.10392975331138876,-0.10139981933232099,-0.09893151711870801,-0.09652248074409664,-0.09417190834246847,-0.09187816997488713,-0.0896404937672778,-0.08745723884582987,-0.08532604345834721,-0.0832479371408121,-0.08121914206865904,-0.07924062320812109,-0.07730940943822831,-0.07542619685912808,-0.0735880998143538,1400.0
1425.0,11.97,0.115,8.45,16.549999999999997,150,4.0860301149950375,-0.03209095589581101,0.0,3786,228,12.5,0.00011051913051396411,0.000107595909959457,0.00010475034617485335,0.00010198022426521902,9.928425193095336e-05,9.665937272806957e-05,9.410510370955194e-05,9.161773784072125e-05,8.919699756582133e-05,8.684115648804891e-05,8.454753619435706e-05,8.231513248802003e-05,8.014180041815422e-05,7.802735679796058e-05,7.596882622973311e-05,7.396451839891682e-05,7.20139814447407e-05,7.011532798806286e-05,6.826791576486357e-05,6.646877603877499e-05,-0.02990749842446738,-0.029258849922424446,-0.028624146865301014,-0.02800266420411157,-0.027394409254834606,-0.026798860407679422,-0.026216248054080626,-0.02564558060829647,-0.02508725121276023,-0.024541040022297178,-0.02400610514002277,-0.023482851688297446,-0.02297045950967791,-0.022469350076685934,-0.021978872925137893,-0.021498687447196185,-0.021029104677984245,-0.020569345698238095,-0.020119765881131624,-0.019679573965645236,1425.0
1450.0,19.900000000000002,0.075,14.0,20.5,21,6.8174187828848485,-0.04593100058723765,0.0,18001,318,17.25,0.0001664849114124678,0.00016188748452883317,0.00015741819348047414,0.0001530727494758466,0.00014884856069929953,0.0001447425773681843,0.00014075031862237353,0.00013687046385157942,0.00013309743418510322,0.00012943001725940206,0.00012586480913068243,0.00012239956936888063,0.00011902998198198844,0.00011575474245795192,0.0001125704687798823,0.00010947564521579523,0.00010646700604466375,0.00010354191531947166,0.00010069874989415695,9.79345921026109e-05,-0.12852161322347544,-0.1254776200062182,-0.12250413210484444,-0.1195987432565998,-0.11676011238017481,-0.11398866333174562,-0.1112797150518855,-0.10863459028097244,-0.10604987165493918,-0.10352589263889656,-0.10106048071144824,-0.0986530430763406,-0.09630106580315945,-0.0940044240197293,-0.0917609475106998,-0.08957073410800297,-0.08743178459295792,-0.08534236664641076,-0.08330272463090205,-0.081311048351845,1450.0
1475.0,16.5,0.0,10.8,16.85,0,3.9685369257958447,-0.03611962483172637,0.0,1885,228,13.825000000000001,0.00012656857339976568,0.00012318874031969074,0.0001198992938267196,0.00011669744059972231,0.00011358182949727791,0.00011054905879603893,0.00010759729773823778,0.0001047242670360049,0.00010192858335145161,9.920746335545516e-05,9.655934496421992e-05,9.398220202072594e-05,9.147394508524087e-05,8.903273118754385e-05,8.665728246093352e-05,8.434554277236828e-05,8.209569024586472e-05,7.990633654753054e-05,7.777563482136429e-05,7.570249871413637e-05,-0.015926727182423495,-0.015566670435919527,-0.015214528958033324,-0.014870043197302563,-0.014533208382661367,-0.014203690374582134,-0.013881456598492159,-0.013566288195548504,-0.013258134996832593,-0.012956733084018235,-0.012662036250512765,-0.012373901197634707,-0.012092109101010773,-0.011816549621454953,-0.011547199299360655,-0.011283806961340459,-0.011026313162310064,-0.01077458881989729,-0.010528464730229725,-0.010287898534311224,1475.0
1500.0,22.4,0.275,16.3,23.950000000000003,133,8.59316907071611,-0.05576469198629863,0.0,31981,355,20.125,0.00021368744607119794,0.00020751499407722918,0.00020152241542170657,0.00019570442599814442,0.00019005637119651198,0.00018457341488531398,0.00017924984718753478,0.00017408282038111622,0.00016906581634668072,0.00016419452242288912,0.00015946703346703117,0.00015487661708668554,0.00015041984602337521,0.00014609395138087677,0.0001418947032094664,0.00013781691454717304,0.0001338588243027239,0.00013001660248423974,0.0001262858898010144,0.0001226641413443197,-0.28694951043432587,-0.28045089517653055,-0.2740938595264325,-0.26787588545386987,-0.26179553325688026,-0.25584843013992103,-0.25003100400624845,-0.2443444846271972,-0.23878194744137077,-0.23334162421170299,-0.22802390578594128,-0.222822231259313,-0.21773627065734608,-0.21276548260834993,-0.20790424065145002,-0.20315041626345132,-0.1985036270018318,-0.1939614502338592,-0.1895194994370637,-0.18517847608455437,1500.0
1525.0,22.51,0.0,12.100000000000001,18.65,0,3.8546915510103585,-0.040777100382133336,0.0,3424,228,15.375,0.00014500576850373648,0.00014110409618517394,0.0001373064473231267,0.00013361061368399874,0.00013001402066059597,0.0001265134352834707,0.00012310736208220874,0.00011979211733681439,0.0001165662522062405,0.00011342728978291916,0.0001103720537187769,0.00010739975575546623,0.00010450723286759,0.00010169287745220856,9.895390506997614e-05,9.628886576962259e-05,9.369554465621377e-05,9.117219534893195e-05,8.871700540868943e-05,8.63282251239994e-05,-0.03154663431466742,-0.030810204726805845,-0.03009024236260538,-0.029386475332599412,-0.028698688078149567,-0.02802621844471309,-0.027369212136384435,-0.02672680240772418,-0.02609917279590479,-0.025485804775855048,-0.024886303812877042,-0.024300548322959248,-0.023728178675472052,-0.023168977368242527,-0.02262246515075339,-0.022088532746716627,-0.02156680415002077,-0.02105706588585987,-0.020559175433581156,-0.020072706472160917,1525.0
1550.0,24.0,0.024999999999999994,20.0,25.85,26,6.281111407457579,-0.06279417235106055,0.0,12436,328,22.925,0.00023276905292135552,0.0002263040743688549,0.00022001812927108233,0.00021390521132147455,0.0002079619088046769,0.000202181756892017,0.00019656142824509004,0.00019109791304927626,0.00018578425020621125,0.00018061953821479904,0.00017559644849285405,0.00017071374647237292,0.00016596624852205366,0.00016135158098506963,0.00015686390186786525,0.00015250118834408966,0.0001482602685065615,0.00014413851723293902,0.0001401292143432542,0.00013623346895030863,-0.13677808379696055,-0.1337638538129896,-0.13081370788815316,-0.12792489206962743,-0.12509808991226212,-0.1223297308244654,-0.11962099718250252,-0.11697033335383966,-0.11437430015240978,-0.11183564730551343,-0.10935014721476843,-0.10691779311777803,-0.10453792802115158,-0.10220908596844445,-0.09993022199755552,-0.09770043059734733,-0.09551858143751557,-0.09338507844649441,-0.09129561626039279,-0.08925338812095727,1550.0
1575.0,23.439999999999998,0.0,12.55,21.900000000000002,0,3.750214328346801,-0.046363028275403506,0.0,5207,228,17.225,0.0001669701332751572,0.00016245468303921484,0.00015805952324754458,0.00015378205042715365,0.00014961903271881738,0.00014556820193689646,0.00014162579997645253,0.0001377884917275196,0.00013405492160778465,0.00013042168567345414,0.00012688586292775028,0.0001234459567900359,0.00012009802929924263,0.000116840480623992,0.00011367224828084943,0.0001105881275442755,0.00010758789525944223,0.0001046685238481615,0.00010182864440544392,9.906557796313109e-05,-0.05310618509994236,-0.05183204076939174,-0.05058690961778978,-0.04937047408125361,-0.04818178091486436,-0.04702061509514932,-0.04588622285185595,-0.04477778278308353,-0.04369533939551806,-0.042637855935672486,-0.04160494139188786,-0.04059627892311746,-0.03961086234969535,-0.03864857862213189,-0.03770922178228642,-0.03679171626811616,-0.035895531336731845,-0.035020694949143505,-0.03416655574879479,-0.0333325759731502,1575.0
1600.0,25.369999999999997,0.025000000000000022,22.2,30.4,232,10.467713713757194,-0.07589377227520816,0.0,12623,374,26.299999999999997,0.0003069493009766333,0.0002976958424216747,0.00028872542745528307,0.00028002617058486834,0.0002715937619246489,0.0002634173815185825,0.0002554914091401628,0.0002478079530465749,0.00024035679752065775,0.0002331346479755858,0.0002261325526831115,0.00021934377120169657,0.00021276225836697193,0.00020638122683047655,0.0002001953652852606,0.00019419786473351408,0.00018838379550745188,0.00018274708926679928,0.0001772818951362165,0.00017198390850348133,-0.14058543226289022,-0.13738095311535714,-0.1342476688247337,-0.1311836952768839,-0.12818769219374038,-0.1252583971864899,-0.1223955147545075,-0.11959613185923401,-0.11685832733088838,-0.11418267245789385,-0.11156695263348054,-0.10901045649600602,-0.10651038122366328,-0.10406691938092312,-0.10167848547838529,-0.09934391616028837,-0.09706180877716702,-0.09483164919317909,-0.09265202476076162,-0.09052172582930397,1600.0
1625.0,13.3,-1.0,13.05,19.4,116,2.940365004051475,-0.04341337715801363,0.0,3261,185,16.225,0.0001549828443359047,0.0001508216640466742,0.00014677054904765896,0.00014282734994708335,0.00013898871609185903,0.00013525200293074136,0.0001316150732844079,0.0001280750283605414,0.00012462878840047154,0.00012127488124846764,0.00011801081445383943,0.0001148340533774217,0.0001117421122298623,0.0001087324419390967,0.000105803423799955,0.00010295331476228853,0.00010017911500348475,9.748028162448463e-05,9.485350394022873e-05,9.229745523420263e-05,-0.03929801940455402,-0.03837205319921022,-0.037466610520407784,-0.03658169063747385,-0.03571650534855797,-0.03487087139402423,-0.03404437887151257,-0.03323650953072077,-0.03244691775960007,-0.03167525839349228,-0.030921309949121234,-0.030184462074949178,-0.029464541282235412,-0.028760936154077932,-0.02807355496399433,-0.027402045963221152,-0.0267458351438945,-0.026104973793017905,-0.025478916502403415,-0.024867376803491045,1625.0
1650.0,29.33,-0.10000000000000003,23.9,31.3,115,7.2470068039753865,-0.07823289632859082,0.0,10669,326,27.6,0.0003032485501597293,0.00029450146765697127,0.00028600708829040755,0.0002777584778845821,0.0002697479437041572,0.00026196910918319105,0.00025441412643267824,0.0002470783233565754,0.00023995361919659786,0.00023303632495919047,0.00022631855806087842,0.00021979623482382138,0.00021346207884631596,0.00020731074523716586,0.00020133884018336268,0.00019553933097715692,0.00018990832920118272,0.00018444106297810237,0.0001791319585719986,0.000173975823747341,-0.15226068873316778,-0.1488992645183873,-0.1456071639490722,-0.14238522469589443,-0.13922882541197507,-0.13613934740220024,-0.13311417228204991,-0.13015375839126575,-0.12725390880386722,-0.12441683986569102,-0.12163878197179671,-0.11892032412297054,-0.1162599079560223,-0.11365517003956871,-0.111107177657382,-0.10861310345583515,-0.10617271206040649,-0.10378493919822906,-0.10144879400978721,-0.09916216467897843,1650.0
