,Expiration Date,ID,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Flag,Expiry,BDTE,Mid,2997_g,3007_g,3017_g,3027_g,3037_g,3047_g,3057_g,3067_g,3077_g,3087_g,3097_g,3107_g,3117_g,3127_g,3137_g,3147_g,3157_g,3167_g,3177_g,3187_g,2997_GEX,3007_GEX,3017_GEX,3027_GEX,3037_GEX,3047_GEX,3057_GEX,3067_GEX,3077_GEX,3087_GEX,3097_GEX,3107_GEX,3117_GEX,3127_GEX,3137_GEX,3147_GEX,3157_GEX,3167_GEX,3177_GEX,3187_GEX
339,06/24/2020,SPXW200624C03085000,50.6,-6.0,34.9,36.0,35,0.2606413641939629,0.5748994081230308,0.0038,109,3085.0,c,2020-06-24,2,35.45,0.002674481733855316,0.0031495819996507635,0.0036319229401726716,0.004101859101268701,0.004538099531714579,0.004919305798267715,0.00522585143158949,0.005441508044157217,0.005554880466718259,0.005560415736738378,0.005458827274651412,0.005256934585418094,0.0049669242940808545,0.004605151389114326,0.004190642499679598,0.0037434752186982223,0.0032832531360327266,0.0028277739261284296,0.0023920546254885267,0.001987731792496561,0.08736809714437177,0.10323164449515332,0.11943687546446034,0.13533796974498988,0.15022607022820722,0.16338145996380682,0.17413216330742284,0.18191124636858902,0.1863068024374037,0.18709853683449393,0.18427526995859012,0.17803292375014476,0.16875274296868525,0.1569633614919894,0.1432918961842944,0.12840980999435203,0.11298100863996297,0.09761560426213121,0.08283517724242984,0.06905042332728327
340,06/24/2020,SPXW200624C03090000,42.54,-10.91,32.2,33.6,40,0.26256319050463456,0.547135988517411,0.0038,65,3090.0,c,2020-06-24,2,32.900000000000006,0.002460815213822798,0.0029194883577332575,0.003392533116652885,0.0038620653608489874,0.004308050929324736,0.004709710239581,0.005047137765501475,0.005302957291064558,0.005463821501905386,0.0055215714667156135,0.0054739162180794665,0.00532455807444876,0.005082738852024704,0.00476233715573926,0.004380543643378587,0.003956381959824284,0.0035091872518933087,0.0030572302023301745,0.002616597924998132,0.0022004240918249707,0.047937910772875014,0.05706285969607538,0.06652927068412139,0.07598806700738424,0.08504307937033496,0.09327816615002149,0.10028915096939704,0.10571710507601749,0.10927916194885867,0.11079309226538214,0.1101926704280487,0.10753211259252993,0.10297883051144652,0.09679688385897832,0.08932147516031107,0.08092977117918565,0.07201027700247663,0.06293461233006781,0.05403405545017392,0.04558288527420017
341,06/24/2020,SPXW200624C03095000,33.6,-16.75,29.9,31.0,71,0.2641143376485495,0.5196067019589634,0.0038,106,3095.0,c,2020-06-24,2,30.45,0.0022564607515818125,0.002697650822724995,0.003159547370401583,0.0036260417513034326,0.004078459436840376,0.004496767509465371,0.0048610511704794135,0.005153104005728437,0.0053579559278205124,0.005465153520844979,0.005469645856237548,0.005372164011419045,0.005179063435889475,0.004901655827893592,0.004555131951633484,0.004157206063837293,0.003726658945879535,0.003281931526544213,0.002839909001295382,0.002414998618860409,0.07168369644840134,0.08598546185370104,0.10104295681491669,0.11634590084067219,0.13129458188265275,0.14523749637421443,0.15751847433844898,0.16752844184703264,0.1747561621329794,0.17883184653979356,0.17955862809773745,0.1769279239848771,0.17111729173447543,0.16247126440252657,0.15146815868210692,0.13867691131869717,0.12470966029670194,0.11017509773239452,0.09563734350942354,0.0815839663420661
342,06/24/2020,SPXW200624C03100000,31.0,-16.35,27.5,28.7,145,0.2653202480474118,0.4923279198486341,0.0038,1081,3100.0,c,2020-06-24,2,28.1,0.002061082144955151,0.00248376299527564,0.0029327361605879787,0.003393683289942828,0.0038493766130187623,0.004280707752712942,0.004667998503293802,0.004992500315381676,0.005237938260904684,0.005391846826796609,0.005446662783015199,0.005400292764079495,0.005256254453911424,0.0050232587511800375,0.004714327701549337,0.004345654929238663,0.0039351928649011825,0.0035012769217246387,0.0030613162493864365,0.002630776236856036,0.6677405306693465,0.8073638028264152,0.9564758261209939,1.1104766343468155,1.2637491872410758,1.4099825160840156,1.5425947209959252,1.6552270343124924,1.7422624047136814,1.7992846277821142,1.8234648124756914,1.8137785097052586,1.7710828488602104,1.6980056254250115,1.598674252574085,1.478351392336151,1.3429699588326967,1.1986716076001187,1.0513591663969066,0.9063410860075862
343,06/24/2020,SPXW200624C03105000,28.6,-15.85,25.3,26.4,36,0.26620174546317155,0.46532085885964136,0.0038,68,3105.0,c,2020-06-24,2,25.85,0.0018744951679749988,0.0022776896235754407,0.0027120511036926587,0.0031650504617175557,0.0036209990028623906,0.004061864942173088,0.004468434688931211,0.0048217008341566725,0.00510436336753628,0.005302243799576445,0.005405480330011869,0.005409330654515543,0.005314539279765995,0.005127161344375963,0.004857954039039214,0.004521369589838287,0.0041342854473214175,0.003714652336839208,0.0032801634120005474,0.0028471076518599148,0.038201461725263286,0.04657328634702118,0.05563935562291711,0.06514813268380948,0.07477942300751295,0.08416021685584951,0.09288803293962644,0.10055946391683789,0.1068016573569821,0.1113025809431889,0.11383725355791796,0.11428617433634257,0.11264484875820813,0.10902190796227272,0.1036279323791689,0.09675550067470338,0.08875318626891725,0.07999726686523444,0.07086333828749501,0.06170137818804732
344,06/24/2020,SPXW200624C03110000,30.6,-11.05,23.2,24.2,247,0.2667760521918613,0.43861109571690093,0.0038,1083,3110.0,c,2020-06-24,2,23.7,0.0016966265259377167,0.002079430450052655,0.002497581919058689,0.002940346952584605,0.003393641945237391,0.003840662081699975,0.004262870465510105,0.0046412612775270645,0.0049578004635009165,0.005196861394551888,0.005346527025551495,0.005399569609210175,0.005354027763360136,0.005213299658635151,0.0049857549555554215,0.004683925212134454,0.004323382469806347,0.003921435904885584,0.0034957949424097023,0.0030633596281859354,0.550682724318887,0.6771833694462925,0.8160626635733469,0.9639165934187907,1.1161929306463891,1.2673804644063826,1.4113217399148734,1.5416232450244072,1.652132964436628,1.7374256148355158,1.7932524316578018,1.8168909186208744,1.8073650415080207,1.7655053039253943,1.6938459299110278,1.596375859192186,1.4781778689124465,1.3449980074166774,1.2027950196194581,1.0573250087235946
345,06/24/2020,SPXW200624C03115000,21.9,-16.95,21.2,22.3,80,0.2679885303113022,0.41256024678375525,0.0037,75,3115.0,c,2020-06-24,2,21.75,0.0015361554361881247,0.0018969380599642705,0.0022959073397998964,0.002724107641682849,0.0031691814950107755,0.003615815691304647,0.004046546493441383,0.004442866483600483,0.004786552807445332,0.005061074901391294,0.0052529280125668265,0.0053527505627926075,0.005356068513151513,0.005263618163553474,0.005081206779777858,0.004819116909970944,0.00449117365519669,0.004113547404926976,0.0037034648414646654,0.0032779779246538965,0.03452893381691857,0.04278069559734421,0.051950643331322155,0.06184405373530488,0.07218603150260794,0.08263042808553943,0.0927771947283773,0.1021970362890201,0.11046167241381966,0.11717653665446193,0.12201238541189595,0.12473246998947472,0.1252114916661995,0.12344500498073785,0.11954809251122354,0.11374320686758921,0.10633976422091962,0.097707034735528,0.08824430850999931,0.07835186734403975
346,06/24/2020,SPXW200624C03120000,21.1,-15.15,19.3,20.2,145,0.2675321455361867,0.38641816075823954,0.0037,146,3120.0,c,2020-06-24,2,19.75,0.0013716621771742155,0.0017110794225949633,0.00209186156840957,0.0025068096931590844,0.002945236596829659,0.0033932300169681184,0.0038342777841648967,0.004250232290559097,0.004622546825316931,0.0049336664176280465,0.005168409735745172,0.0053152117374111185,0.005367077982043611,0.005322125602447159,0.005183672300290709,0.004959859154496371,0.00466288291534056,0.004307899885702682,0.003911779629106604,0.003491820734780049,0.060018724556870406,0.0751201510266486,0.09214273673761841,0.1107864489414112,0.13059237975074642,0.1509519091808471,0.1711322529184045,0.19031775155311334,0.20766421808990285,0.22236133217577958,0.23369584829340082,0.24110969787479064,0.24424605822243703,0.24297738667924304,0.2374132280877745,0.22788668068432114,0.21492253191046018,0.19918953649509774,0.18144476867240655,0.16247511715346263
347,06/24/2020,SPXW200624C03125000,19.09,-14.66,17.5,18.4,148,0.26775760810938226,0.36109787762477197,0.0036,486,3125.0,c,2020-06-24,2,17.95,0.0012249926784058118,0.0015419222076928918,0.0019020963115679024,0.0023000076820878235,0.002726701140431942,0.0031698691671522283,0.0036142911774561526,0.004042637797851967,0.004436569405186219,0.004778041944319966,0.005050708686837879,0.005241214893203505,0.005340304696233034,0.00534355947934273,0.005251714512155559,0.005070511335247829,0.004810122078424683,0.0044842172286507775,0.004108806948011079,0.0037009552045219607,0.17842532857905577,0.22533681981668074,0.27889715419921757,0.33835919012884025,0.40245618026570185,0.469407539722404,0.536975963092896,0.6025802281241823,0.6634543493042386,0.7168410324308248,0.7602033774324539,0.7914244971167079,0.8089824652744966,0.8120724899065692,0.8006669414371146,0.7755052997604109,0.7380179925171149,0.6901936758084588,0.6344088321481961,0.5732342899090384
348,06/24/2020,SPXW200624C03130000,18.3,-13.05,15.8,16.7,69,0.2677511820532562,0.3363112430967874,0.0035,129,3130.0,c,2020-06-24,2,16.25,0.0010875464040438487,0.001381804408673304,0.0017205709501588728,0.00209996189326489,0.002512743164650999,0.0029482656138668517,0.0033927324594174024,0.003829826660251001,0.004241659024017963,0.004609985904124869,0.004917563387607515,0.005149490540645729,0.005294439162639719,0.005345563707237488,0.005301022696357904,0.005164092371501283,0.004942749569636362,0.004648972762311132,0.004297656204244049,0.0039053728073668026,0.04204595779066045,0.05360060755376005,0.06696341698051823,0.0819999419967754,0.09844249278448158,0.11588541269833463,0.1337934223568631,0.15152441093416866,0.1683654441380522,0.18358024166983175,0.19646305016732413,0.20639312571624302,0.21288569262232923,0.21563095249165798,0.21451807576032422,0.20964304314117752,0.20129495904831174,0.18993052792328766,0.17613213351539514,0.1605588584683062
349,06/24/2020,SPXW200624C03135000,21.5,-7.55,14.2,15.0,140,0.2670184243415066,0.3117592736640695,0.0034,74,3135.0,c,2020-06-24,2,14.6,0.0009546837076435111,0.00122609068675672,0.0015429468014360737,0.0019029663711478406,0.002300637951258011,0.0027270128288847673,0.0031697936098140644,0.003613783636779999,0.004041681389566065,0.0044351789085794735,0.004776272763962197,0.005048638520577242,0.005238951246155921,0.005337969959384736,0.005341280306936369,0.005249610310897879,0.005068684671982737,0.004808648199627896,0.0044831500645159394,0.004108156517190764,0.02117278433137626,0.027282724743573183,0.03444752169950149,0.04262606612043739,0.05170407718898229,0.061488139863127955,0.0717064370824918,0.0820177106636315,0.09202827690414139,0.10131633995180778,0.10946166394993283,0.11607728713740784,0.12084060165358322,0.1235195572661709,0.12399141278915948,0.12225187499812762,0.1184135975699263,0.11269451747683945,0.10539796138675682,0.09688594167012354
350,06/24/2020,SPXW200624C03140000,14.0,-12.85,12.7,13.5,740,0.2665845949614603,0.2881479745324711,0.0033,2146,3140.0,c,2020-06-24,2,13.1,0.0008359132641633238,0.0010846081233140126,0.0013788194697106348,0.0017177173750049235,0.002097449618432279,0.0025107973122828753,0.00294710640780238,0.0033925542464174896,0.003830772268287319,0.004243803264358803,0.0046133176034857115,0.004921976994864963,0.005154801065998527,0.005300384486872645,0.005351828136213044,0.005307272061827462,0.005169989947262366,0.004948009788563468,0.004653359368944621,0.004301002789475206,0.5376227985088795,0.6999000081124036,0.8927141837891049,1.1158192440424233,1.366992233806977,1.6417757134988626,1.9333967003446926,2.2329052473094197,2.5295516334390094,2.811393197300429,3.06608561502178,3.2817882094455513,3.4480887024151556,3.5568452715307326,3.6028517716642483,3.584246019321341,3.502627863348664,3.3628564662816554,3.1725868946684126,2.941585698006335
351,06/24/2020,SPXW200624C03145000,12.5,-12.25,11.3,12.1,119,0.2659748365097203,0.26523721953264356,0.0032,106,3145.0,c,2020-06-24,2,11.7,0.0007266351453871778,0.0009529210931447096,0.0012242384683780472,0.0015411004472554168,0.0019012445795496546,0.0022991769554892016,0.002725953054394381,0.003169269255920426,0.0036139066494911276,0.004042527681491492,0.004436777434335681,0.004778594728804819,0.0050516016969481825,0.005242420151319038,0.005341767668198827,0.005345207227946958,0.005253451931253039,0.0050722409383752165,0.00481174893707248,0.004485659701458644,0.023083890625688937,0.030373597507113104,0.039151391066423624,0.049448057170726756,0.06120524575377839,0.07425927714378133,0.08833232796520639,0.10303357736382424,0.1178719020611325,0.1322803992993009,0.1456514169698586,0.15737919451740365,0.16690593038750734,0.1737663068196511,0.17762552685648103,0.1783064917513002,0.17580256611783796,0.17027614274944367,0.16204141955464024,0.1515354531666162
352,06/24/2020,SPXW200624C03150000,18.5,-4.3,10.1,10.8,756,0.2657938617634838,0.24358782918838529,0.0031,494,3150.0,c,2020-06-24,2,10.45,0.0006316034112385793,0.0008364639747515668,0.0010851573095660427,0.0013793307629406115,0.0017181494138540643,0.002097758957653184,0.0025109431289749296,0.0029470546802912168,0.003392282268421809,0.0038302723304184383,0.004243085029997928,0.004612408410764601,0.004920920115836225,0.005153652082867666,0.005299206939923806,0.005350687004579413,0.005306227421897347,0.005169094592361034,0.004947306493363612,0.00465286440487489,0.0935100219200119,0.12425321030065128,0.16173162838626107,0.2062565704394088,0.2577701766318148,0.315758454272081,0.37919208537665217,0.4465076651999862,0.515639795472735,0.5841081037896848,0.6491572162924371,0.7079391948529333,0.7577222952524387,0.7961042211184832,0.8212064412247244,0.8318274329685238,0.8275369425639383,0.8087038151559653,0.77644908083316,0.732536735601812
353,06/24/2020,SPXW200624C03155000,15.0,-5.9,8.9,9.7,135,0.26555540412482975,0.2228838199697769,0.003,121,3155.0,c,2020-06-24,2,9.3,0.000546008271928855,0.0007303395366253795,0.0009568929737469034,0.001228294888022674,0.0015450033896691195,0.0019047126853521945,0.0023019056705209096,0.0027276395098141393,0.0031696448310469805,0.0036127669922336736,0.0040397642564471425,0.0044323948245050815,0.004772723123380729,0.00504448600224805,0.005234406863507957,0.005333280199693036,0.005336697661562084,0.0052453830079457475,0.005065009247573471,0.004805684170605673,0.01980028017074642,0.026573184938253447,0.03493204783171233,0.044988388375140076,0.0567753210625439,0.07022428058244445,0.08514680018086729,0.10122461155685956,0.11801126545609185,0.13494660163080674,0.15138491381682326,0.1666345537088212,0.18000659350449055,0.19086670352125878,0.19868604540297594,0.2030843767400512,0.20386024966237315,0.2010067486325866,0.1947075659924451,0.18532015696581536
354,06/24/2020,SPXW200624C03160000,9.91,-9.19,7.9,8.6,215,0.26531572313269897,0.2032152409224608,0.0028,1687,3160.0,c,2020-06-24,2,8.25,0.0004697482497428851,0.0006346343067731297,0.0008397790907110902,0.0010886234602658362,0.0013827652334263973,0.001721326847725635,0.002100425229301095,0.0025128356595516266,0.002947926045493432,0.003391929075391431,0.0038285603309873295,0.004239970472497134,0.00460795181567164,0.004915286098139404,0.005147104111813405,0.005292077638330284,0.005343355731213251,0.005299091938582023,0.005162520650969782,0.0049416050273976,0.23750184960567927,0.32193786231074933,0.4274206002631331,0.5559109042397046,0.7084485669476239,0.8848117460768755,1.0832226875117204,1.3001484574754243,1.530238636162581,1.7664383089022155,2.000284561912931,2.222384339132798,2.4230357060539625,2.592935807392379,2.7239087465105847,2.8095581969041454,2.8457959211283668,2.8311612173928395,2.7669040518416987,2.6568386240047346
355,06/24/2020,SPXW200624C03165000,12.77,-4.68,6.9,7.5,85,0.2637845570570203,0.18341675478543706,0.0027,93,3165.0,c,2020-06-24,2,7.2,0.0003937296652600786,0.000538945468808727,0.0007223635023478892,0.0009482442775432531,0.0012193440146468504,0.001536246119204776,0.0018967491177690476,0.0022954005096664787,0.0027232689525646947,0.0031680278578249954,0.0036143968085156075,0.004044939707625872,0.004441173260261166,0.0047848901729707904,0.005059562724341049,0.00525167489939804,0.005351842489176306,0.005355556709218945,0.005263527853571759,0.005081513592131159,0.010974072603095434,0.015071663929782929,0.02026814738522731,0.026694119481547873,0.03443927428408711,0.04353275990451766,0.05392476709308581,0.06547193827726794,0.07792933667348655,0.09095122857308356,0.10410221831854738,0.11687893734582033,0.12874117458577672,0.13914986960918085,0.1476081888761982,0.15370129444817238,0.15713063066646527,0.1577377473122965,0.15551672031441655,0.15061148950853462
356,06/24/2020,SPXW200624C03170000,7.42,-8.48,6.0,6.6,178,0.2629618279304737,0.1653523851436578,0.0025,319,3170.0,c,2020-06-24,2,6.3,0.0003314740429360974,0.00045901351608534924,0.0006222925041932115,0.0008261267159248575,0.0010741637479494415,0.0013682131849712675,0.001707587040655767,0.0020885441998075294,0.0025039206175136997,0.0029430464909552256,0.0033920008668530954,0.0038342351249553985,0.004251535017374408,0.0046252720053985286,0.004937779145564036,0.005173767192445666,0.005321572906780148,0.005374110401135113,0.005329452221758402,0.005190889496020645,0.031690343843075536,0.04403009120750978,0.05989086187631431,0.07977186965443495,0.10406530615046627,0.13298936382997772,0.16652098530678125,0.20433752543982917,0.24577558330885996,0.28981738611076313,0.3351103512401447,0.3800236962102419,0.4227399053080773,0.4613768953921102,0.4941250404303368,0.5193908668125857,0.5359265607678871,0.5429318637285974,0.5401202637019935,0.5277333378797876
357,06/24/2020,SPXW200624C03175000,9.8,-4.65,5.3,5.8,215,0.2630870271497596,0.1492950124696968,0.0024,795,3175.0,c,2020-06-24,2,5.55,0.00028239863281154243,0.0003946867277448973,0.0005400459163196203,0.0007235805365990444,0.0009495320274499619,0.0012206378752210867,0.0015374646622490218,0.0018977981364187713,0.0022961795709264265,0.002723682808181138,0.0031679955814212235,0.0036138617520720118,0.004043875723169776,0.004439596530403378,0.004782856155571835,0.005057164536026448,0.0052490336699406726,0.005349100717921829,0.005352870182662173,0.0052610255352192326,0.06728472185162732,0.09435242773114805,0.1295308230981354,0.17412712360068192,0.22925643700556,0.29568304666099277,0.3736523430633731,0.46273347730951153,0.5616948909093789,0.6684367018939863,0.7799969440950915,0.8926473428631754,1.0020784700150551,1.1036681588704234,1.1928036709222933,1.2652342951925808,1.317410344032215,1.346777856905845,1.351982451340259,1.3329676262691237
