,Expiration Date,ID,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Flag,Expiry,BDTE,Mid
265,06/24/2020,SPXW200624C02680000,0.0,0.0,389.3,395.4,0,,0.9998412824614888,-5.684341886080801e-10,0,2680.0,c,2020-06-24,2,392.35
266,06/24/2020,SPXW200624C02690000,0.0,0.0,379.3,385.9,0,,0.9998412824614888,5.684341886080801e-10,0,2690.0,c,2020-06-24,2,382.6
267,06/24/2020,SPXW200624C02700000,436.94,0.0,369.4,375.6,0,,0.9998412824614888,5.684341886080801e-10,4,2700.0,c,2020-06-24,2,372.5
268,06/24/2020,SPXW200624C02710000,0.0,0.0,359.2,365.4,0,,0.9998412824586467,0.0,0,2710.0,c,2020-06-24,2,362.29999999999995
269,06/24/2020,SPXW200624C02720000,407.11,0.0,349.5,356.1,0,,0.9998412824586467,0.0,1,2720.0,c,2020-06-24,2,352.8
270,06/24/2020,SPXW200624C02725000,0.0,0.0,344.1,350.6,0,,0.9998412824614888,5.684341886080801e-10,0,2725.0,c,2020-06-24,2,347.35
271,06/24/2020,SPXW200624C02730000,397.24,0.0,339.4,345.6,0,,0.9998412824586467,0.0,4,2730.0,c,2020-06-24,2,342.5
272,06/24/2020,SPXW200624C02740000,374.2,0.0,329.7,336.3,0,,0.9998412824586467,0.0,0,2740.0,c,2020-06-24,2,333.0
273,06/24/2020,SPXW200624C02750000,330.5,0.0,319.6,326.0,0,,0.9998412824614888,-5.684341886080801e-10,5,2750.0,c,2020-06-24,2,322.8
274,06/24/2020,SPXW200624C02760000,0.0,0.0,309.7,316.4,0,,0.9998412824614888,5.684341886080801e-10,0,2760.0,c,2020-06-24,2,313.04999999999995
275,06/24/2020,SPXW200624C02765000,0.0,0.0,304.9,311.2,0,,0.9998412824586467,0.0,0,2765.0,c,2020-06-24,2,308.04999999999995
276,06/24/2020,SPXW200624C02770000,0.0,0.0,300.0,306.6,0,,0.9998412824614888,5.684341886080801e-10,0,2770.0,c,2020-06-24,2,303.3
277,06/24/2020,SPXW200624C02775000,373.98,0.0,295.1,301.6,0,,0.9998412824586467,0.0,10,2775.0,c,2020-06-24,2,298.35
278,06/24/2020,SPXW200624C02780000,369.25,0.0,289.9,296.2,0,,0.9998412824586467,0.0,10,2780.0,c,2020-06-24,2,293.04999999999995
279,06/24/2020,SPXW200624C02785000,0.0,0.0,285.0,291.2,0,,0.9998412824614888,-5.684341886080801e-10,0,2785.0,c,2020-06-24,2,288.1
280,06/24/2020,SPXW200624C02790000,0.0,0.0,280.3,286.8,0,,0.9998412824586467,0.0,0,2790.0,c,2020-06-24,2,283.55
281,06/24/2020,SPXW200624C02795000,260.7,0.0,275.2,281.6,0,,0.9998412824614888,5.684341886080801e-10,1,2795.0,c,2020-06-24,2,278.4
282,06/24/2020,SPXW200624C02800000,235.8,0.0,270.3,276.4,0,,0.9998412824586467,0.0,5,2800.0,c,2020-06-24,2,273.35
283,06/24/2020,SPXW200624C02805000,290.5,-13.55,265.3,271.8,1,,0.9998412824614888,5.684341886080801e-10,0,2805.0,c,2020-06-24,2,268.55
284,06/24/2020,SPXW200624C02810000,243.2,0.0,260.5,266.9,0,,0.9998412824586467,0.0,1,2810.0,c,2020-06-24,2,263.7
285,06/24/2020,SPXW200624C02815000,0.0,0.0,255.8,261.1,0,,0.9998412824586467,0.0,0,2815.0,c,2020-06-24,2,258.45000000000005
286,06/24/2020,SPXW200624C02820000,193.6,0.0,250.9,257.1,0,,0.9998412824614888,-5.684341886080801e-10,3,2820.0,c,2020-06-24,2,254.0
287,06/24/2020,SPXW200624C02825000,188.8,0.0,246.0,252.2,0,,0.9998412824586467,0.0,8,2825.0,c,2020-06-24,2,249.1
288,06/24/2020,SPXW200624C02830000,301.72,22.17,241.2,246.7,6,,0.9998412824614888,5.684341886080801e-10,5,2830.0,c,2020-06-24,2,243.95
289,06/24/2020,SPXW200624C02835000,0.0,0.0,236.1,242.9,0,,0.9998412824586467,0.0,5,2835.0,c,2020-06-24,2,239.5
290,06/24/2020,SPXW200624C02840000,217.1,0.0,231.5,237.7,0,,0.9998412824614888,5.684341886080801e-10,1,2840.0,c,2020-06-24,2,234.6
291,06/24/2020,SPXW200624C02845000,0.0,0.0,226.6,232.8,0,,0.9998412824600678,-2.842170943040401e-10,0,2845.0,c,2020-06-24,2,229.7
292,06/24/2020,SPXW200624C02850000,281.71,21.81,221.8,228.4,19,,0.9998412824600678,2.842170943040401e-10,6,2850.0,c,2020-06-24,2,225.10000000000002
293,06/24/2020,SPXW200624C02855000,277.05,22.0,216.9,222.9,23,,0.9998412824600678,2.842170943040401e-10,26,2855.0,c,2020-06-24,2,219.9
294,06/24/2020,SPXW200624C02860000,271.81,21.61,212.2,218.2,7,,0.9998412824600678,2.842170943040401e-10,6,2860.0,c,2020-06-24,2,215.2
295,06/24/2020,SPXW200624C02865000,186.4,0.0,207.4,214.1,0,,0.9998412824586467,0.0,1,2865.0,c,2020-06-24,2,210.75
296,06/24/2020,SPXW200624C02870000,212.5,0.0,202.6,207.9,0,,0.9998412824600678,-2.842170943040401e-10,1,2870.0,c,2020-06-24,2,205.25
297,06/24/2020,SPXW200624C02875000,183.4,0.0,197.9,204.5,0,,0.9998412824600678,-2.842170943040401e-10,1,2875.0,c,2020-06-24,2,201.2
298,06/24/2020,SPXW200624C02880000,257.04,26.14,193.2,198.8,20,,0.9998412824600678,-2.842170943040401e-10,23,2880.0,c,2020-06-24,2,196.0
299,06/24/2020,SPXW200624C02885000,230.3,0.0,188.4,194.5,0,,0.9998412824600678,2.842170943040401e-10,3,2885.0,c,2020-06-24,2,191.45
300,06/24/2020,SPXW200624C02890000,181.17,0.0,183.7,190.4,0,,0.9998412824600678,2.842170943040401e-10,7,2890.0,c,2020-06-24,2,187.05
301,06/24/2020,SPXW200624C02895000,235.1,0.0,178.9,185.2,0,,0.9998412824600678,2.842170943040401e-10,1,2895.0,c,2020-06-24,2,182.05
302,06/24/2020,SPXW200624C02900000,199.36,-12.44,174.5,180.5,4,,0.9998412824600678,2.842170943040401e-10,1,2900.0,c,2020-06-24,2,177.5
303,06/24/2020,SPXW200624C02905000,222.9,0.0,169.8,175.8,0,,0.9998412824600678,-2.842170943040401e-10,9,2905.0,c,2020-06-24,2,172.8
304,06/24/2020,SPXW200624C02910000,223.0,0.0,167.6,169.6,0,,0.9998412824600678,-2.842170943040401e-10,10,2910.0,c,2020-06-24,2,168.6
305,06/24/2020,SPXW200624C02915000,200.8,0.0,163.1,165.0,0,,0.9998412824600678,-2.842170943040401e-10,5,2915.0,c,2020-06-24,2,164.05
306,06/24/2020,SPXW200624C02920000,198.0,0.0,158.5,160.5,0,,0.9998412824600678,2.842170943040401e-10,12,2920.0,c,2020-06-24,2,159.5
307,06/24/2020,SPXW200624C02925000,183.28,-4.97,154.0,156.0,1,,0.9998412824600678,2.842170943040401e-10,7,2925.0,c,2020-06-24,2,155.0
308,06/24/2020,SPXW200624C02930000,182.8,-0.8,149.5,151.5,20,,0.9998412824600678,2.842170943040401e-10,10,2930.0,c,2020-06-24,2,150.5
309,06/24/2020,SPXW200624C02935000,181.5,0.0,145.1,147.0,0,,0.9998412824600678,2.842170943040401e-10,12,2935.0,c,2020-06-24,2,146.05
310,06/24/2020,SPXW200624C02940000,175.05,0.9,140.6,142.6,1,,0.9998412824600678,-2.842170943040401e-10,3,2940.0,c,2020-06-24,2,141.6
311,06/24/2020,SPXW200624C02945000,169.26,-0.34,136.2,138.2,1,,0.9998412824600678,-2.842170943040401e-10,7,2945.0,c,2020-06-24,2,137.2
312,06/24/2020,SPXW200624C02950000,164.84,-0.16,131.9,133.8,4,,0.9998412824600678,-2.842170943040401e-10,29,2950.0,c,2020-06-24,2,132.85000000000002
313,06/24/2020,SPXW200624C02955000,160.47,-0.03,127.6,129.5,4,,0.9998412824600678,2.842170943040401e-10,5,2955.0,c,2020-06-24,2,128.55
314,06/24/2020,SPXW200624C02960000,174.9,0.0,123.3,125.2,0,,0.9998412824600678,2.842170943040401e-10,13,2960.0,c,2020-06-24,2,124.25
315,06/24/2020,SPXW200624C02965000,164.27,0.0,119.1,121.0,0,,0.9998412824600678,2.842170943040401e-10,16,2965.0,c,2020-06-24,2,120.05
316,06/24/2020,SPXW200624C02970000,146.0,-1.05,114.9,116.8,20,,0.9998412824600678,0.0,11,2970.0,c,2020-06-24,2,115.85
317,06/24/2020,SPXW200624C02975000,142.55,-0.05,110.7,112.6,1,,0.9998412824600678,0.0,10,2975.0,c,2020-06-24,2,111.65
318,06/24/2020,SPXW200624C02980000,132.78,-5.47,106.6,108.5,9,,0.9998412824600678,0.0,24,2980.0,c,2020-06-24,2,107.55
319,06/24/2020,SPXW200624C02985000,85.7,0.0,102.6,104.4,0,,0.9998412824600678,0.0,12,2985.0,c,2020-06-24,2,103.5
320,06/24/2020,SPXW200624C02990000,119.53,-10.02,98.5,100.4,6,,0.9998412824600678,0.0,19,2990.0,c,2020-06-24,2,99.45
321,06/24/2020,SPXW200624C02995000,146.05,20.8,94.6,96.4,40,,0.9998412824600678,0.0,16,2995.0,c,2020-06-24,2,95.5
322,06/24/2020,SPXW200624C03000000,108.53,-12.47,90.7,92.5,44,,0.9998412824600678,0.0,950,3000.0,c,2020-06-24,2,91.6
323,06/24/2020,SPXW200624C03005000,108.5,-8.3,86.8,88.6,2,,0.9998412824600678,0.0,34,3005.0,c,2020-06-24,2,87.69999999999999
324,06/24/2020,SPXW200624C03010000,112.0,-0.6,83.0,84.8,26,,0.9998412824600678,0.0,34,3010.0,c,2020-06-24,2,83.9
325,06/24/2020,SPXW200624C03015000,91.61,-16.89,79.3,81.1,16,,0.9998412824600678,0.0,32,3015.0,c,2020-06-24,2,80.19999999999999
326,06/24/2020,SPXW200624C03020000,104.24,-0.16,75.6,77.4,2,,0.9998412824600678,0.0,22,3020.0,c,2020-06-24,2,76.5
327,06/24/2020,SPXW200624C03025000,100.89,0.49,72.0,73.8,1,0.1222511619832941,0.9854803864982387,0.0010812084383360343,105,3025.0,c,2020-06-24,2,72.9
328,06/24/2020,SPXW200624C03030000,95.76,-0.64,68.5,70.2,18,0.17344702829094083,0.9247257217687377,0.0029606944451643358,28,3030.0,c,2020-06-24,2,69.35
329,06/24/2020,SPXW200624C03035000,91.76,-0.74,65.0,66.7,12,0.19488563751979546,0.882287669096371,0.003665550849518695,26,3035.0,c,2020-06-24,2,65.85
330,06/24/2020,SPXW200624C03040000,74.0,-14.6,61.6,63.3,13,0.20982833584234886,0.8450247983404324,0.004111635547587866,31,3040.0,c,2020-06-24,2,62.45
331,06/24/2020,SPXW200624C03045000,76.32,-8.48,58.3,59.9,7,0.22074467311242232,0.8112619133168408,0.004433751499277605,34,3045.0,c,2020-06-24,2,59.099999999999994
332,06/24/2020,SPXW200624C03050000,67.9,-13.15,55.1,56.6,48,0.22965112125144674,0.779039576104168,0.00468141081455542,322,3050.0,c,2020-06-24,2,55.85
333,06/24/2020,SPXW200624C03055000,64.4,-12.95,52.0,53.3,13,0.23655244505894982,0.748389512876102,0.004882404525119455,25,3055.0,c,2020-06-24,2,52.65
334,06/24/2020,SPXW200624C03060000,69.02,-4.68,48.8,50.3,14,0.242421601574963,0.7183828551777793,0.0050439286525261195,82,3060.0,c,2020-06-24,2,49.55
335,06/24/2020,SPXW200624C03065000,56.6,-13.5,45.8,47.3,26,0.2474581189844479,0.6888827258457297,0.005172531132302538,42,3065.0,c,2020-06-24,2,46.55
336,06/24/2020,SPXW200624C03070000,54.4,-12.25,42.9,44.4,15,0.25180117130006924,0.6598035553583514,0.005272616121487772,10,3070.0,c,2020-06-24,2,43.65
337,06/24/2020,SPXW200624C03075000,51.4,-11.8,40.1,41.5,9,0.25507163768933083,0.6313144641097779,0.005356266541411969,177,3075.0,c,2020-06-24,2,40.8
338,06/24/2020,SPXW200624C03080000,50.56,-9.29,37.5,38.7,24,0.25831743731117535,0.6028862379018562,0.005407883918451262,91,3080.0,c,2020-06-24,2,38.1
339,06/24/2020,SPXW200624C03085000,50.6,-6.0,34.9,36.0,35,0.2606413641939629,0.5748994081230308,0.00544720364814566,109,3085.0,c,2020-06-24,2,35.45
340,06/24/2020,SPXW200624C03090000,42.54,-10.91,32.2,33.6,40,0.26256319050463456,0.547135988517411,0.005466265875497811,65,3090.0,c,2020-06-24,2,32.900000000000006
341,06/24/2020,SPXW200624C03095000,33.6,-16.75,29.9,31.0,71,0.2641143376485495,0.5196067019589634,0.0054658801929008405,106,3095.0,c,2020-06-24,2,30.45
342,06/24/2020,SPXW200624C03100000,31.0,-16.35,27.5,28.7,145,0.2653202480474118,0.4923279198486341,0.00544668445456864,1081,3100.0,c,2020-06-24,2,28.1
343,06/24/2020,SPXW200624C03105000,28.6,-15.85,25.3,26.4,36,0.26620174546317155,0.46532085885964136,0.005409193875038909,68,3105.0,c,2020-06-24,2,25.85
344,06/24/2020,SPXW200624C03110000,30.6,-11.05,23.2,24.2,247,0.2667760521918613,0.43861109571690093,0.005353818544051592,1083,3110.0,c,2020-06-24,2,23.7
345,06/24/2020,SPXW200624C03115000,21.9,-16.95,21.2,22.3,80,0.2679885303113022,0.41256024678375525,0.005263555920009821,75,3115.0,c,2020-06-24,2,21.75
346,06/24/2020,SPXW200624C03120000,21.1,-15.15,19.3,20.2,145,0.2675321455361867,0.38641816075823954,0.005182400641956519,146,3120.0,c,2020-06-24,2,19.75
347,06/24/2020,SPXW200624C03125000,19.09,-14.66,17.5,18.4,148,0.26775760810938226,0.36109787762477197,0.005067761250643343,486,3125.0,c,2020-06-24,2,17.95
348,06/24/2020,SPXW200624C03130000,18.3,-13.05,15.8,16.7,69,0.2677511820532562,0.3363112430967874,0.004937478053079758,129,3130.0,c,2020-06-24,2,16.25
349,06/24/2020,SPXW200624C03135000,21.5,-7.55,14.2,15.0,140,0.2670184243415066,0.3117592736640695,0.0047989665397096815,74,3135.0,c,2020-06-24,2,14.6
350,06/24/2020,SPXW200624C03140000,14.0,-12.85,12.7,13.5,740,0.2665845949614603,0.2881479745324711,0.004638444401905417,2146,3140.0,c,2020-06-24,2,13.1
351,06/24/2020,SPXW200624C03145000,12.5,-12.25,11.3,12.1,119,0.2659748365097203,0.26523721953264356,0.00446408250809327,106,3145.0,c,2020-06-24,2,11.7
352,06/24/2020,SPXW200624C03150000,18.5,-4.3,10.1,10.8,756,0.2657938617634838,0.24358782918838529,0.004272126652438146,494,3150.0,c,2020-06-24,2,10.45
353,06/24/2020,SPXW200624C03155000,15.0,-5.9,8.9,9.7,135,0.26555540412482975,0.2228838199697769,0.004070221510943384,121,3155.0,c,2020-06-24,2,9.3
354,06/24/2020,SPXW200624C03160000,9.91,-9.19,7.9,8.6,215,0.26531572313269897,0.2032152409224608,0.0038600925478249337,1687,3160.0,c,2020-06-24,2,8.25
355,06/24/2020,SPXW200624C03165000,12.77,-4.68,6.9,7.5,85,0.2637845570570203,0.18341675478543706,0.003647021493691227,93,3165.0,c,2020-06-24,2,7.2
356,06/24/2020,SPXW200624C03170000,7.42,-8.48,6.0,6.6,178,0.2629618279304737,0.1653523851436578,0.003425172740989524,319,3170.0,c,2020-06-24,2,6.3
357,06/24/2020,SPXW200624C03175000,9.8,-4.65,5.3,5.8,215,0.2630870271497596,0.1492950124696968,0.0032011394957009998,795,3175.0,c,2020-06-24,2,5.55
358,06/24/2020,SPXW200624C03180000,5.0,-8.1,4.6,5.1,146,0.2627919732386646,0.133960013733736,0.0029778150345549648,145,3180.0,c,2020-06-24,2,4.85
359,06/24/2020,SPXW200624C03185000,9.5,-2.3,4.0,4.5,59,0.2629808872631111,0.1201756226651085,0.0027590606954674968,95,3185.0,c,2020-06-24,2,4.25
360,06/24/2020,SPXW200624C03190000,3.99,-6.66,3.4,3.9,170,0.26191806072086316,0.10634709163275247,0.0025388534297121623,311,3190.0,c,2020-06-24,2,3.65
361,06/24/2020,SPXW200624C03195000,5.85,-3.7,3.0,3.4,35,0.26259575664684376,0.0951215619716006,0.0023344127075830556,186,3195.0,c,2020-06-24,2,3.2
362,06/24/2020,SPXW200624C03200000,2.8,-5.85,2.55,2.95,601,0.26211483103385347,0.0839058742303056,0.0021303167230257714,1061,3200.0,c,2020-06-24,2,2.75
363,06/24/2020,SPXW200624C03205000,2.78,-4.97,2.15,2.55,49,0.2615359887075708,0.07361575758990657,0.0019334859446829,360,3205.0,c,2020-06-24,2,2.3499999999999996
364,06/24/2020,SPXW200624C03210000,2.17,-4.78,1.85,2.2,194,0.2616866946921368,0.0648361132409514,0.0017522301609673718,323,3210.0,c,2020-06-24,2,2.0250000000000004
365,06/24/2020,SPXW200624C03215000,1.9,-4.3,1.55,1.9,218,0.26136832707893587,0.05658423202047347,0.0015771457673174893,120,3215.0,c,2020-06-24,2,1.725
366,06/24/2020,SPXW200624C03220000,1.9,-3.65,1.35,1.65,220,0.2623310799302082,0.0500153611139309,0.0014249239610464315,139,3220.0,c,2020-06-24,2,1.5
367,06/24/2020,SPXW200624C03225000,1.67,-3.28,1.15,1.45,203,0.26320528648074515,0.0440661101978268,0.001283047805777926,691,3225.0,c,2020-06-24,2,1.2999999999999998
368,06/24/2020,SPXW200624C03230000,1.17,-3.28,0.95,1.25,182,0.2630036971981512,0.038132934572021604,0.0011419309675630984,352,3230.0,c,2020-06-24,2,1.1
369,06/24/2020,SPXW200624C03235000,2.1,-1.9,0.8,1.1,131,0.26391154107669934,0.0334470337375381,0.0010220653245962552,141,3235.0,c,2020-06-24,2,0.9500000000000001
370,06/24/2020,SPXW200624C03240000,0.74,-2.86,0.7,0.95,78,0.26513526854251174,0.029432333662637866,0.0009152796920375295,166,3240.0,c,2020-06-24,2,0.825
371,06/24/2020,SPXW200624C03245000,1.4,-1.8,0.6,0.8,36,0.26540459977724856,0.025440744419558126,0.0008097081494184977,105,3245.0,c,2020-06-24,2,0.7
372,06/24/2020,SPXW200624C03250000,0.59,-2.235,0.5,0.7,173,0.26620066186096664,0.022136873411421343,0.0007181794059452073,276,3250.0,c,2020-06-24,2,0.6
373,06/24/2020,SPXW200624C03255000,0.9,-1.6,0.4,0.65,7,0.2678846794152419,0.019551091831737644,0.0006424238718771846,90,3255.0,c,2020-06-24,2,0.525
374,06/24/2020,SPXW200624C03260000,0.6,-1.65,0.35,0.55,124,0.26877483574692396,0.016990359430060775,0.0005681049636274693,184,3260.0,c,2020-06-24,2,0.45
375,06/24/2020,SPXW200624C03265000,0.77,-1.255,0.3,0.5,57,0.27108641279309037,0.01517568454301177,0.0005112917333960354,14,3265.0,c,2020-06-24,2,0.4
376,06/24/2020,SPXW200624C03270000,0.37,-1.43,0.25,0.45,19,0.2727893170137186,0.013387881613338704,0.00045610027810116804,197,3270.0,c,2020-06-24,2,0.35
377,06/24/2020,SPXW200624C03275000,0.4,-1.2,0.2,0.4,55,0.2737523999262859,0.011617677096537049,0.0004019724209047837,300,3275.0,c,2020-06-24,2,0.30000000000000004
378,06/24/2020,SPXW200624C03280000,0.68,-0.77,0.15,0.35,3,0.27378021857742085,0.009854140219638097,0.0003482493102224815,198,3280.0,c,2020-06-24,2,0.25
379,06/24/2020,SPXW200624C03285000,0.5,-0.8,0.15,0.3,6,0.27648818685007187,0.008879196740224637,0.0003148002886144141,79,3285.0,c,2020-06-24,2,0.22499999999999998
380,06/24/2020,SPXW200624C03290000,0.24,-0.935,0.1,0.25,28,0.2743743133538273,0.007117241000387242,0.00026115506923662934,99,3290.0,c,2020-06-24,2,0.175
381,06/24/2020,SPXW200624C03295000,0.4,-0.65,0.1,0.25,1018,0.28045337971605955,0.006977809145486402,0.0002510719426807029,156,3295.0,c,2020-06-24,2,0.175
382,06/24/2020,SPXW200624C03300000,0.2,-0.75,0.15,0.2,2737,0.2865083768876502,0.006844504779232596,0.00024161537326428117,271,3300.0,c,2020-06-24,2,0.175
383,06/24/2020,SPXW200624C03305000,0.17,-0.68,0.05,0.2,15,0.28170775573889834,0.0051130319315778605,0.00018973148024903352,150,3305.0,c,2020-06-24,2,0.125
384,06/24/2020,SPXW200624C03310000,0.2,-0.6,0.05,0.2,7,0.28753708143339896,0.0050188471446194205,0.0001828330969955161,276,3310.0,c,2020-06-24,2,0.125
385,06/24/2020,SPXW200624C03315000,0.15,-0.55,0.0,0.2,16,0.2864734846902367,0.004104812980130351,0.00015336103512120225,141,3315.0,c,2020-06-24,2,0.1
386,06/24/2020,SPXW200624C03320000,0.12,-0.53,0.0,0.15,7,0.28373237745314855,0.0031789268202082888,0.00012310113886582208,195,3320.0,c,2020-06-24,2,0.075
