Strike,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,BDTE,Mid,3000_g,3010_g,3020_g,3030_g,3040_g,3050_g,3060_g,3070_g,3080_g,3090_g,3100_g,3110_g,3120_g,3130_g,3140_g,3150_g,3160_g,3170_g,3180_g,3190_g,3000_GEX,3010_GEX,3020_GEX,3030_GEX,3040_GEX,3050_GEX,3060_GEX,3070_GEX,3080_GEX,3090_GEX,3100_GEX,3110_GEX,3120_GEX,3130_GEX,3140_GEX,3150_GEX,3160_GEX,3170_GEX,3180_GEX,3190_GEX,Strike
1150.0,0.25,0.0,0.1,0.3,0,1.2937849326914792,-0.0006742210160490258,0.0,75,16,0.2,3.292532357868083e-06,3.179065344305343e-06,3.069541287814559e-06,2.963864154104101e-06,2.8618313274719753e-06,2.7633609289701155e-06,2.6683136256089313e-06,2.5765831135338146e-06,2.4880164595231236e-06,2.4025526013105036e-06,2.3200313892246527e-06,2.2404025856737064e-06,2.1635077063208996e-06,2.089302064689491e-06,2.0176682546946267e-06,1.9485368873972675e-06,1.8818055447233917e-06,1.8173862414982977e-06,1.7551668451964986e-06,1.6951337555859425e-06,-7.408197805203187e-05,-7.17674001476931e-05,-6.952511016899976e-05,-6.73538129020157e-05,-6.524975426636104e-05,-6.321188125019139e-05,-6.123779770772497e-05,-5.932582618911608e-05,-5.7473180214984154e-05,-5.567915653537092e-05,-5.3940729799473175e-05,-5.2257390310839196e-05,-5.062608032790905e-05,-4.90463659685858e-05,-4.751608739805846e-05,-4.6034183964760444e-05,-4.459879140994438e-05,-4.320835789162203e-05,-4.186072925793649e-05,-4.0556075102393674e-05,1150.0
1200.0,7.8500000000000005,-0.4,6.25,7.8999999999999995,98,7.897141773000149,-0.018676719105512052,0.0,53845,287,7.075,6.800009832996778e-05,6.609255698286631e-05,6.423949816536378e-05,6.243971062414033e-05,6.069123203999993e-05,5.899276067644621e-05,5.734321073536108e-05,5.5740725368735866e-05,5.4184415843039346e-05,5.267222935589899e-05,5.1203650208719864e-05,4.977678824680254e-05,4.839045442128764e-05,4.7043741957519813e-05,4.57354470961846e-05,4.4464931459042845e-05,4.3230260482474137e-05,4.2030788016678144e-05,4.086551735893451e-05,3.9733213108572585e-05,-0.15634864788638403,-0.15260584288516288,-0.14895245892819986,-0.14538678836843788,-0.14190640490577167,-0.13850966140819265,-0.13519716053508324,-0.1319633615195337,-0.1288088631872064,-0.12572872995477935,-0.12272418386084505,-0.11979242648085808,-0.11693056958185899,-0.11413829930064234,-0.11141270342628573,-0.10875488847024162,-0.10615961465618273,-0.1036282252125098,-0.1011569733568618,-0.09874592381446168,1200.0
1225.0,7.8999999999999995,0.0,4.75,5.550000000000001,0,3.479813265510109,-0.01313367737210136,0.0,8912,182,5.15,4.533341035894978e-05,4.412083365323838e-05,4.2941088462811194e-05,4.179332546705439e-05,4.067690739795182e-05,3.959025995925458e-05,3.853390273533819e-05,3.7505618610822467e-05,3.6505524159125e-05,3.5532438102947594e-05,3.4585732056058305e-05,3.3664796506016614e-05,3.276881987979152e-05,3.189703501327301e-05,3.104920542895684e-05,3.0224044378357462e-05,2.942108778825059e-05,2.8640296800830356e-05,2.7880243669287097e-05,2.7141132674657342e-05,-0.035622498049336926,-0.03483081944280597,-0.03405669087336971,-0.03329950243148194,-0.03255925842028162,-0.0318349567818732,-0.031127563663155833,-0.030435234030872223,-0.029758559212775815,-0.029096734342882735,-0.02844991319250756,-0.02781731158636558,-0.0271990150771817,-0.026594222993950863,-0.02600329437067561,-0.025425162758313524,-0.02485987052274652,-0.024307539439851755,-0.023767227113384855,-0.023239284668433724,1225.0
1250.0,5.5,-0.65,5.0,5.85,121,3.4290055662263876,-0.013983689921248654,0.0,21176,182,5.425000000000001,4.8767243576719466e-05,4.745517312443326e-05,4.6179022827885774e-05,4.493745597855536e-05,4.372989304002317e-05,4.2554911816594654e-05,4.141222476050643e-05,4.030078493144629e-05,3.9219194558626214e-05,3.8167444760262015e-05,3.7143896847169344e-05,3.6148841697780654e-05,3.5180364177378465e-05,3.423849648243049e-05,3.332194853378212e-05,3.2430543805972434e-05,3.15635007019921e-05,3.071997434211937e-05,2.9899316356107875e-05,2.9100964971107146e-05,-0.08494406318204639,-0.0830003456037387,-0.08110032368110698,-0.07924441287985973,-0.07743035813167154,-0.07565764093213079,-0.0739261997501739,-0.07223412136284191,-0.07057969682281673,-0.06896405252472593,-0.06738484778061604,-0.06584272469159713,-0.06433476075998534,-0.06286236853649595,-0.06142324600685089,-0.060017643078891236,-0.05864376847197761,-0.05730156851876833,-0.05599041602230236,-0.05470929440582806,1250.0
1275.0,5.8999999999999995,0.0,4.65,5.55,0,5.254692066081201,-0.013476257848826778,0.0,3047,168,5.1,4.935092889901682e-05,4.79526779395556e-05,4.659566010811744e-05,4.527784591701334e-05,4.399837105761861e-05,4.2756257423448574e-05,4.155003285877257e-05,4.037899015152391e-05,3.924207736538676e-05,3.813823534759564e-05,3.706625562038823e-05,3.6025585847809793e-05,3.50145751282227e-05,3.4033176832259926e-05,3.308013252212305e-05,3.2154658935468206e-05,3.125567582529243e-05,3.0382603655176865e-05,2.953494671054102e-05,2.8711696353767024e-05,-0.006437971831307898,-0.006261358768770431,-0.006089827903553724,-0.00592313075385098,-0.005761189154176449,-0.0056038341540165515,-0.005450928877740457,-0.005302381159161262,-0.005158038387382824,-0.005017813393787818,-0.004881501398334986,-0.004749105360907224,-0.004620384632612051,-0.004495337869847016,-0.0043738112459157374,-0.004255720924262185,-0.0041409307639472814,-0.004029355765544085,-0.003920954179197356,-0.0038156010730705514,1275.0
1300.0,9.43,-0.6000000000000001,7.7,9.600000000000001,105,10.46735475259697,-0.024198136157183026,0.0,37658,295,8.649999999999999,9.501889441931866e-05,9.219217000921986e-05,8.945098550761088e-05,8.679301333192058e-05,8.421583208573225e-05,8.171710114135422e-05,7.92944915284366e-05,7.694527404122908e-05,7.4666982874394e-05,7.245827077229094e-05,7.031653898037504e-05,6.823985321258164e-05,6.622556641966426e-05,6.427268023356802e-05,6.237843741541127e-05,6.054201889815758e-05,5.876116676573062e-05,5.7034172662451255e-05,5.535883751406345e-05,5.373426981147844e-05,-0.1407991172890921,-0.13733830724852958,-0.1339632708349614,-0.13066967997691803,-0.12745771301375441,-0.12432511977026883,-0.12127055908871642,-0.11829028032398436,-0.11538337432158263,-0.11254892315076315,-0.10978443179742725,-0.10708887252919741,-0.10445835998594166,-0.10189430466025662,-0.09939219277618982,-0.09695258616882474,-0.09457477486076726,-0.09225487809418842,-0.08999203210954765,-0.0877848065758921,1300.0
1325.0,8.67,-0.05,6.1,7.25,8,5.944968169493671,-0.018235568826266424,0.0,3520,204,6.675,6.897057147625674e-05,6.698298138374525e-05,6.50532949730831e-05,6.318049639020273e-05,6.136252506117046e-05,5.9598208035360756e-05,5.788585832888771e-05,5.622359411372457e-05,5.461007535068063e-05,5.304408523532089e-05,5.152406501451878e-05,5.004851699741408e-05,4.861640034992121e-05,4.722602864326575e-05,4.587681845524827e-05,4.4566515478017266e-05,4.329473335396017e-05,4.2060134264332305e-05,4.086191052188326e-05,3.969822609528606e-05,-0.010351440911104959,-0.010076765982147684,-0.00980946050509246,-0.00954943393503438,-0.009296429901652914,-0.009050304181290603,-0.008810879378415848,-0.008577924902712919,-0.008351279540050882,-0.00813079657011384,-0.007916280208331017,-0.0077075671180426575,-0.007504529753408207,-0.0073069582660778565,-0.007114792888378574,-0.006927743168327893,-0.0067457715549235076,-0.0065687246400014665,-0.006396494443956513,-0.006228834274565331,1325.0
1350.0,8.27,-0.575,6.549999999999999,8.1,81,6.996179821897677,-0.020556502677045174,0.0,26793,220,7.324999999999999,8.060385525698877e-05,7.821537695296144e-05,7.589866485302466e-05,7.36523739219841e-05,7.14736500539992e-05,6.936037744154078e-05,6.731138757487543e-05,6.532415219862031e-05,6.339714364589355e-05,6.152783699198139e-05,5.971498434620415e-05,5.7956930088476355e-05,5.625166971112705e-05,5.4598016663298665e-05,5.29938204429925e-05,5.143843045951613e-05,4.992904090173056e-05,4.8465495228189326e-05,4.7045560780389906e-05,4.566862235599878e-05,-0.11193550435351084,-0.10917421662967053,-0.10648004937144573,-0.10385415501822204,-0.10129192528425257,-0.09879390624007722,-0.09635760557925808,-0.09398279060547354,-0.09166659523628606,-0.08940813868224094,-0.08720511431365985,-0.08505747069609992,-0.08296242946316923,-0.0809208240312409,-0.07892897308665492,-0.0769881417610141,-0.07509324291903097,-0.07324696931972186,-0.07144606540402276,-0.06969053525016672,1350.0
1375.0,9.65,-0.47500000000000003,6.750000000000001,7.95,2353,5.752913810301765,-0.02052053599380932,0.0,10334,204,7.3500000000000005,7.935559154237382e-05,7.703749693721562e-05,7.478884234135563e-05,7.260666956554473e-05,7.048927858077647e-05,6.843461769490133e-05,6.64411575757029e-05,6.450672690450077e-05,6.262985741134486e-05,6.0808084678676266e-05,5.9040738409343874e-05,5.732591068507986e-05,5.5661459330558216e-05,5.4046434827537126e-05,5.247929923957173e-05,5.095869975990652e-05,4.948278453653643e-05,4.805046138756097e-05,4.666040026579665e-05,4.5311694674143865e-05,-0.04189654049074898,-0.040840245531691965,-0.03981185276627497,-0.03880917509957449,-0.03783237238605519,-0.03688047029098557,-0.03595331490995224,-0.035049528496736974,-0.03416921681440809,-0.033311039929800335,-0.03247517663955146,-0.03166073666996061,-0.030866636839674833,-0.03009313418525311,-0.029339485066300908,-0.02860548359935461,-0.027889839771644276,-0.027192205034546335,-0.026512533106571312,-0.025850486388827865,1375.0
1400.0,12.16,-0.86,10.2,12.45,196,10.743671361175922,-0.03339729161442595,0.0,27852,321,11.325,0.0001386833314853675,0.00013441633694988298,0.00013028247758395395,0.00012627746681648233,0.00012239725483143005,0.00011863763693664708,0.00011499532104330967,0.00011146762790570364,0.0001080485351190319,0.00010473568901048225,0.00010152625989912067,9.84168968543031e-05,9.540444462219355e-05,9.248542959250372e-05,8.965754222378663e-05,8.691729780352375e-05,8.42623146257715e-05,8.16902837041944e-05,7.919799163702557e-05,7.678305963265686e-05,-0.10303185076010468,-0.10017865649405097,-0.09740523501330256,-0.09470837791203335,-0.09208717940864641,-0.08953839697651567,-0.08706121577735759,-0.08465345293804216,-0.08231232036228775,-0.08003561284107896,-0.07782305236201102,-0.07567210083073261,-0.07358138352223653,-0.07154873668004408,-0.06957314486411625,-0.06765242044855513,-0.06578532757673394,-0.0639706729228437,-0.062206721688121414,-0.0604916512643891,1400.0
1425.0,8.600000000000001,-0.9750000000000001,7.5,8.8,337,5.592293338364213,-0.02327283455085538,0.0,5085,204,8.149999999999999,9.210148532723395e-05,8.937615647575115e-05,8.673182838592197e-05,8.416650820741722e-05,8.16786405177794e-05,7.926492129328722e-05,7.692319892171895e-05,7.465197571221438e-05,7.244862210153968e-05,7.03111291411318e-05,6.823790810184249e-05,6.62261928630059e-05,6.427503140837842e-05,6.238217553633518e-05,6.0545792823774036e-05,5.8764296206881284e-05,5.703609806673171e-05,5.535948977009042e-05,5.373309019951478e-05,5.2155152419075534e-05,-0.028006489448562096,-0.027312030623986017,-0.026634477936138268,-0.0259736090562368,-0.025329165772678408,-0.024700508617481187,-0.024087284791192154,-0.023489274346095712,-0.02290607315526438,-0.022337129408244172,-0.021782481219106975,-0.021241158367310553,-0.020713565733792016,-0.020199021053023958,-0.019697019986044673,-0.019207591174899563,-0.018730267221638286,-0.0182646953967619,-0.01781083749160084,-0.017368082776582083,1425.0
1450.0,13.64,-0.93,10.55,12.45,23,8.33751320098033,-0.03404196526294312,0.0,19640,283,11.5,0.00014082366717182992,0.0001365268481601234,0.00013236228113555626,0.00012832521156802557,0.00012441305707877603,0.00012061972032295643,0.00011694412938023646,0.00011338135208482925,0.00010992758064931607,0.00010658088078763228,0.00010333590122479919,0.00010019201995836724,9.714447440911655e-05,9.419069302296634e-05,9.132761713548376e-05,8.855300909216268e-05,8.586302807644941e-05,8.325635486583494e-05,8.072964380323455e-05,7.828085096805992e-05,-0.10322041964394567,-0.10046425913323165,-0.09778054493597699,-0.09516698318301375,-0.09262212760008381,-0.0901427086480111,-0.08773011320914126,-0.08538048072571303,-0.08309220771426373,-0.08086514732692285,-0.07869615991527579,-0.07658501557333108,-0.0745299813025957,-0.07252911490480685,-0.07058148407087517,-0.06868512001109438,-0.06683951000688415,-0.06504288252297374,-0.06329395525468073,-0.06159171644960826,1450.0
1475.0,10.6,-0.425,8.3,9.6,744,5.407355206749877,-0.026106871967832013,0.0,6397,204,8.950000000000001,0.00010560456675801078,0.00010243840109502855,9.936850120517704e-05,9.639158915497603e-05,9.3503561005015e-05,9.070325990290229e-05,8.798765882556125e-05,8.535432360901041e-05,8.279985225234654e-05,8.032322029727368e-05,7.792108014381682e-05,7.559192188866248e-05,7.333271823117826e-05,7.11425693356027e-05,6.90178794671148e-05,6.695784288135442e-05,6.495956078600429e-05,6.30218277564154e-05,6.114290157510638e-05,5.9320464651513305e-05,-0.0270307886036103,-0.026267609102191836,-0.02552657842375128,-0.024806898796793098,-0.024107631955780917,-0.02342859648301332,-0.02276911975807594,-0.022128620241776975,-0.021506408457560022,-0.020902146596767368,-0.020315237845131007,-0.01974524091679669,-0.019191518465651036,-0.01865394537669568,-0.01813154676297113,-0.01762428467597804,-0.0171314194737604,-0.016652764970110923,-0.01618787300332769,-0.015736278666274583,1475.0
1500.0,15.84,-0.965,13.05,15.649999999999999,334,11.206808541861143,-0.04462038027160525,0.0,52365,335,14.350000000000001,0.0001967105583977613,0.0001904283136733298,0.00018434620774332444,0.0001784600367482625,0.00017276284070000258,0.00016724758300501463,0.00016190959628570312,0.0001567438789873421,0.00015174240142190598,0.00014690248073545575,0.00014221841815320602,0.00013768400392022428,0.00013329547909890493,0.00012904790652745746,0.00012493787671097323,0.0001209593530893116,0.00011710865388536718,0.00011338262051463488,0.00010977536019085576,0.00010628461888373408,-0.2782860047680913,-0.270686763809167,-0.2632945565263989,-0.256104758423949,-0.24911292152753006,-0.2423107492370291,-0.23569506936225726,-0.22926236402238453,-0.22300354451481708,-0.21691696568035101,-0.21099815011335066,-0.2052408253442367,-0.1996414156762505,-0.1941961662962552,-0.18890080928015696,-0.18375048603655325,-0.17874146422543702,-0.1738715246862782,-0.1691330951111769,-0.1645263633282426,1500.0
1525.0,10.36,-0.47,9.25,10.55,208,5.247894373776184,-0.029505951399760866,0.0,10042,204,9.899999999999999,0.00012202807542216476,0.0001183240316837697,0.00011473240357773307,0.00011125022014724095,0.00010787434279180275,0.00010460094235220652,0.00010142777728816554,9.835104619604351e-05,9.536807676902015e-05,9.247552723579133e-05,8.967173226182013e-05,8.695327569085975e-05,8.431810361031467e-05,8.176255006375754e-05,7.928578238391992e-05,7.688426173491081e-05,7.455645600895622e-05,7.229918275175606e-05,7.011100811027404e-05,6.798973717359047e-05,-0.0724980337947767,-0.0706475575144655,-0.06884314514218337,-0.06708403522877826,-0.06536909632258059,-0.06369679586460675,-0.06206685145563772,-0.06047756841847939,-0.058928275266885155,-0.05741773294025254,-0.05594551608072429,-0.05451035358417178,-0.05311160425927497,-0.05174764731800008,-0.05041885143911351,-0.049123378903002946,-0.047861140858459494,-0.046630511460092054,-0.04543112555861484,-0.04426241343953696,1525.0
1550.0,20.45,0.0,12.9,14.850000000000001,0,7.8182188551216,-0.04299147616230736,0.0,16424,283,13.875,0.00018653651789879433,0.000180686375306216,0.0001750204636774555,0.00016953116022122572,0.0001642132091417281,0.00015906317152314386,0.0001540729499538429,0.000149240820257468,0.00014455823704739856,0.00014002425108294858,0.00013563220380152785,0.000131377862477855,0.00012725707765337546,0.00012326676152030203,0.0001194007473448444,0.0001156572587701632,0.00011203046712537912,0.00010851873649686539,0.00010511826326053963,0.00010182344356568507,-0.11894119497496414,-0.1158305871194959,-0.11280056539187731,-0.10984829355159763,-0.10697219357230559,-0.10417095431923261,-0.10144072922741554,-0.09878263901584361,-0.09619146967851265,-0.09366924882794225,-0.09121162133979843,-0.08881761678689204,-0.086485775559888,-0.08421518015840929,-0.08200254072932178,-0.07984853050964913,-0.07774972126315838,-0.07570626073007874,-0.07371678816217864,-0.07177789694832404,1550.0
1575.0,22.49,-0.15,10.149999999999999,11.45,3,5.076019811597868,-0.03295451267256999,0.0,6934,204,10.799999999999999,0.0001396700738398593,0.00013537084342374328,0.0001312024777710974,0.0001271626176579943,0.00012324696874177477,0.00011945117173173259,0.00011577313219213181,0.00011220774864817429,0.00010875225053830206,0.00010540317951779343,0.00010215757240139567,9.901157782543635e-05,9.59629697927511e-05,9.300885284169169e-05,9.014540724994191e-05,8.737054912888453e-05,8.468126366789619e-05,8.20751824837096e-05,7.954942288224132e-05,7.710221155976527e-05,-0.04772081652787419,-0.04638400987792224,-0.045083483690917525,-0.043818569722685045,-0.04258852749578601,-0.04139194601865681,-0.04022865307183876,-0.039097151702517374,-0.03799697922456157,-0.03692711461702025,-0.03588681730425369,-0.034875239084318777,-0.033891823695855194,-0.03293574541879507,-0.032006107651342264,-0.031102299993654433,-0.030223667321218617,-0.029369496597209388,-0.028539077164519422,-0.02773203206968805,1575.0
